colorfulness,sharpness,total_clip,saturation,noise,contrast,color_temp,ranking
57.5961,5.8064,1.6189,111.9434,0.4837,65.3226,2951.0742,0.0273
40.4059,10.2139,1.6287,140.8407,0.7942,85.7828,-947.7112,0.0324
22.6128,10.9232,6.2117,33.8942,0.7815,73.5186,6260.1264,0.0209
76.4952,7.4608,5.3541,131.0650,0.7308,60.9663,3071.0450,0.0244
38.5975,2.9778,1.5616,56.5653,0.1191,56.6382,5313.7426,0.0221
56.5681,14.9284,1.4338,104.6276,3.5298,48.6779,4480.6566,0.0362
29.1016,3.5250,1.0457,30.6646,0.4302,55.4773,6223.6822,0.0238
61.1786,8.6294,2.1372,114.7236,0.7942,61.3124,4261.3371,0.0209
62.9314,10.1797,1.7152,83.9582,1.8234,61.0276,5703.1151,0.0327
58.7683,6.4439,1.0145,133.7312,1.1075,64.3542,3351.1773,0.0289
57.8000,21.9702,1.5599,138.5551,5.1681,61.8118,5163.8648,0.0353
30.3617,14.9560,1.6549,74.9129,1.2438,64.5404,7776.1204,0.0290
65.6777,12.3251,1.8565,119.1770,1.8399,57.1858,4098.4697,0.0232
20.1678,1.7282,18.5399,21.2487,0.2041,36.9160,6846.2317,0.0288
63.0895,18.0584,2.0060,90.4638,3.4536,77.4426,5146.2653,0.0327
30.7327,14.6636,2.9671,47.8587,3.0270,60.0523,5881.8403,0.0171
65.2388,7.4279,1.3011,91.5353,0.6773,73.8477,5490.4990,0.0253
29.8015,7.6781,1.3996,45.4235,0.5560,66.6648,6486.1373,0.0307
86.3109,20.5839,1.6384,156.3289,4.9677,53.4911,1358.9936,0.0193
47.1234,5.2113,1.8837,78.7523,0.4694,69.9463,5293.4797,0.0252
25.6973,13.0907,5.3824,29.9816,1.9010,70.8728,6237.2453,0.0281
51.7169,6.0113,1.1772,144.7400,0.4423,49.1850,2617.0250,0.0253
90.7376,5.7440,1.6348,98.7673,0.4302,56.2541,3543.0111,0.0236
15.5222,15.3539,1.7748,25.6192,1.1660,64.8477,6529.1726,0.0377
55.3128,6.2968,1.1682,100.9486,0.5891,52.7376,3743.1865,0.0238
55.3174,13.5816,1.2953,102.0707,2.1738,67.1114,4794.7471,0.0278
79.8098,7.2848,1.2628,104.8026,0.6238,64.8611,5539.4210,0.0341
60.6625,13.9499,2.7771,109.6149,2.8247,67.6899,6664.0552,0.0284
49.1686,13.8317,1.9692,82.0359,1.4164,70.3199,5453.8086,0.0413
64.3444,3.9792,1.3477,70.1349,0.3480,56.8011,6262.8740,0.0418
35.1676,17.3671,1.9003,75.2292,1.7027,62.4414,5173.5596,0.0283
118.0262,5.5633,21.7083,155.8401,0.0000,80.8225,4609.5420,0.0102
42.9605,9.0635,9.7041,47.9065,0.6050,60.7536,5895.9759,0.0607
48.5190,7.2129,18.3172,39.7587,0.1666,63.7038,5697.9749,0.0124
44.9991,8.4043,35.1007,31.0267,0.0000,60.7716,6122.4258,0.0129
66.4794,9.9284,1.9102,112.5896,1.4263,65.7131,5604.9008,0.0180
64.3885,9.9239,3.1089,100.1705,0.6878,70.9312,5487.9193,0.0277
73.7343,10.8298,3.2441,127.3756,0.6475,77.0334,5539.4210,0.0123
54.5334,11.8991,2.3622,108.2983,0.7722,82.8428,6551.3893,0.0209
97.1242,11.9236,2.3200,121.2453,1.3336,62.8207,2899.8900,0.0177
23.3851,7.4914,2.5517,51.3004,0.8814,66.9749,5311.0999,0.0099
103.9812,5.8897,2.9191,123.2697,0.4859,63.0324,918.8340,0.0084
52.9140,12.8252,1.9416,97.9319,1.5763,83.0201,5576.8227,0.0085
41.7628,7.6777,1.8749,135.5635,0.4098,70.5031,4554.8056,0.0055
62.8362,5.9184,1.1690,124.3461,0.7032,60.7732,2862.6832,0.0138
41.4580,13.8621,1.1740,75.1853,1.3038,80.7763,7466.8047,0.0180
60.2129,2.4086,4.9829,35.3671,0.0618,25.0704,5930.4790,0.0049
58.6966,0.9962,6.1710,34.2265,0.0000,22.8847,5995.5243,0.0052
21.1076,3.5408,6.5614,29.1448,0.1770,60.3650,6013.8325,0.0064
54.7371,1.8801,28.2228,29.4273,0.0000,32.6012,6002.8645,0.0118
69.7693,5.6732,1.3661,90.8600,0.5764,51.9012,4932.4002,0.0423
66.9079,5.1493,9.9960,50.1968,0.2201,47.1595,6169.3881,0.0047
40.0240,1.9113,2.3304,27.6954,0.1318,35.2507,6677.0045,0.0236
21.4496,2.4528,8.7098,19.8941,0.0452,29.7955,6340.9900,0.0088
46.3278,2.8190,5.3474,26.3135,0.2780,45.1480,6251.3976,0.0148
44.4913,4.4469,4.0213,27.5612,0.0071,56.0870,6388.4395,0.0033
49.9207,1.7490,1.1401,45.4370,0.1853,27.7894,5814.2948,0.0160
19.1229,1.7623,1.1336,56.2494,0.0166,38.9157,4902.4444,0.0174
26.8472,15.7861,1.8816,35.1067,1.4655,63.4163,7190.7850,0.0145
38.3787,6.9656,1.3788,72.9740,0.5350,43.6247,4689.1250,0.0198
15.3856,3.9504,1.2081,12.0409,0.2758,35.9959,6690.9261,0.0151
91.6399,6.1669,2.7595,133.3751,0.7722,45.6167,2997.7033,0.0119
48.3530,18.8316,1.9576,51.9624,8.3900,47.4876,5720.7316,0.0460
41.3101,7.1178,1.0773,96.2081,0.4837,61.3156,4211.5613,0.0202
70.5732,11.9336,4.5040,110.9571,1.0728,58.4877,3852.6940,0.0045
14.4850,5.2267,4.8850,15.4218,0.3519,55.7460,6144.0934,0.0402
17.3988,3.4733,1.1637,14.0981,0.2509,27.5082,6252.5695,0.0212
60.5694,5.2391,1.1519,88.4755,0.5681,54.5175,4823.6746,0.0129
14.6559,6.8612,1.2497,9.6808,0.1853,33.2342,6256.4121,0.0127
80.7757,6.3751,1.6759,62.1830,0.0618,67.3852,6512.0647,0.0112
65.5966,9.9839,3.1267,90.9575,1.1037,64.1980,3889.2448,0.0599
62.3397,4.8603,3.0465,37.6317,0.0000,57.1982,6327.7454,0.0193
48.9965,2.7668,13.6573,52.4806,0.2532,45.3844,5913.7565,0.0250
57.6946,3.0422,31.7395,42.3245,0.0000,65.2005,1740.7015,0.0174
63.1706,5.4117,2.4012,110.0571,0.4611,62.1229,6714.3598,0.0292
46.5533,11.5066,4.8094,48.2993,0.6690,75.7583,5840.1273,0.0225
54.5294,6.4460,1.0732,110.1035,0.2251,54.8024,9614.4172,0.0131
13.1259,11.2429,21.6139,15.8095,0.7908,59.9468,6595.6406,0.0312
55.4122,8.8839,1.6545,75.4549,0.6690,68.8110,5768.4374,0.0379
27.2509,3.2039,2.9571,18.5896,0.0000,62.9523,6200.6337,0.0229
69.2146,11.5291,4.0967,83.6500,0.6250,70.8456,5945.1085,0.0253
49.6577,3.6479,1.4103,27.5178,0.0866,67.1199,6201.5892,0.0111
8.3250,3.2882,16.1449,9.2762,0.1666,36.4958,6673.2467,0.0326
115.9310,2.6965,1.6079,110.6181,0.3315,51.9383,6127.8587,0.0140
59.7193,10.3760,2.3444,104.8092,0.9862,62.0258,3086.4228,0.0161
64.5097,12.8376,1.5711,113.0542,1.6526,62.6488,3248.7496,0.0206
38.9644,11.6073,2.3092,27.6929,0.9089,58.8009,6066.1481,0.0222
37.3398,7.8355,1.5200,77.1866,0.5786,52.8343,7855.5407,0.0146
23.8081,8.7109,1.3838,37.2942,0.6464,69.4247,6189.4344,0.0179
52.8091,13.8083,2.1150,74.6642,1.8107,59.8815,4788.2816,0.0272
67.1058,33.6937,3.3832,55.6712,12.6902,59.9494,6027.9434,0.0160
102.6253,5.2665,8.0478,133.4364,0.2863,76.8575,5877.0569,0.0174
73.7805,13.2140,2.2923,98.3619,1.4782,56.9621,5342.3633,0.0083
42.0520,5.9191,1.3336,60.3406,0.4120,82.1848,6153.1378,0.0326
35.1308,11.4185,1.4637,74.7046,2.5211,46.4989,5862.0714,0.0512
40.2557,4.1047,1.1670,53.6559,0.3315,69.1358,5291.1604,0.0476
73.0319,13.7182,2.3071,74.4579,3.4708,81.0014,6211.8373,0.0266
50.5705,8.5752,4.0013,49.3519,0.6002,74.6596,6532.3925,0.0193
38.6732,8.8876,4.4107,36.6505,1.1224,49.3693,6262.2608,0.0135
69.2056,7.8624,2.1919,67.3144,0.5764,77.5848,6446.6596,0.0072
88.8815,8.3699,1.3281,109.9215,0.9206,61.9955,6238.2663,0.0344
106.7045,7.6315,3.1791,124.5904,0.5433,64.2620,5431.7378,0.0112
87.2412,5.5881,2.9226,178.4248,0.3436,77.1510,2593.7457,0.0020
107.7889,14.6521,4.7051,140.0398,2.6721,75.1830,5434.3387,0.0443
27.5573,9.7759,1.7970,46.5036,0.8770,42.1663,5322.1336,0.0486
82.5276,6.5869,1.6491,116.0050,0.2990,53.4861,9962.8294,0.0052
69.4270,12.9881,1.1672,89.5372,3.2079,56.8124,4273.0253,0.0309
41.6224,13.2079,1.5208,47.3734,1.1262,63.1019,6206.9847,0.0308
60.6598,6.8276,1.2532,92.1766,0.5659,68.6941,5273.5266,0.0171
69.5913,7.2006,2.0841,89.1867,1.1267,67.4850,4962.9651,0.0173
49.8419,8.5650,2.4052,69.3027,0.7556,57.4447,5971.2116,0.0233
62.9660,17.1708,2.1483,113.0593,4.0045,68.7201,5563.8013,0.0177
46.7430,10.3427,1.2575,120.8161,1.0661,71.8227,4298.3947,0.0408
37.4234,5.0953,2.1336,52.7561,0.4898,64.4835,6195.1689,0.0163
26.1142,6.6677,1.1971,34.4266,0.3993,61.8287,5914.8148,0.0169
57.8571,4.5151,1.1840,119.7606,0.4054,46.9570,4924.9845,0.0569
70.6501,5.2331,1.0788,90.3075,0.6426,56.4319,4238.1904,0.0286
51.8180,9.0376,1.4955,67.9695,0.4181,58.3233,6055.7861,0.0411
56.1430,9.4412,2.1431,98.5325,0.8907,77.3525,6484.4759,0.0312
79.6064,16.9265,3.3933,102.3683,2.6751,69.8025,6722.9903,0.0350
26.2782,7.7686,3.8489,43.3841,0.4980,80.4297,5499.9595,0.1092
55.6315,14.8761,4.0525,67.3395,2.6822,68.4446,6051.0317,0.0218
34.4534,6.6769,1.4274,49.4541,0.5764,61.7276,5970.3906,0.0049
46.9004,21.3825,2.5256,62.3123,12.9725,62.6828,4931.5561,0.0465
49.1089,6.4032,1.4164,51.4815,0.3293,69.8293,7368.8205,0.0079
71.1345,7.9067,1.2010,161.5445,0.6216,60.6421,1220.2715,0.0293
91.6297,7.6929,1.3360,144.4845,0.7143,56.9644,4656.0039,0.0140
14.6332,7.1948,1.4520,21.5521,0.1732,58.0560,6544.6301,0.0032
43.6019,4.2347,1.3458,45.1417,0.4611,38.6480,6805.3078,0.0194
56.4442,6.1842,1.2003,96.2334,0.5311,68.4763,5751.6951,0.0338
21.0695,2.7918,1.0758,25.7932,0.0761,49.1883,6546.6472,0.0217
33.8642,7.7519,1.9263,35.4379,0.4611,50.8646,6366.9345,0.0113
78.5701,6.5071,5.8981,83.0781,0.5146,58.2829,6536.7443,0.0160
79.1106,6.5944,2.6722,96.0099,0.4754,65.6599,6140.5042,0.0242
73.0943,11.6122,1.8180,90.9748,1.0827,66.6152,6019.2223,0.0176
76.0700,2.8897,1.8491,51.0276,0.0640,40.5619,5931.7232,0.0374
29.3278,5.8746,1.0825,52.5109,0.3375,79.2804,10633.4087,0.0420
56.6777,14.1573,1.7743,160.0074,1.5015,54.7490,4294.3108,0.0354
38.4382,9.2599,2.7281,48.4723,0.5620,67.4780,5703.5646,0.1396
38.2138,12.9219,1.2552,100.9158,1.9648,57.0451,6948.7742,0.0938
46.3378,12.6909,1.5315,76.8281,0.7573,73.0411,5774.6113,0.0167
30.6549,6.7911,12.2735,73.2237,0.1666,77.0300,4619.3121,0.0069
10.4574,1.3013,1.1667,50.8192,0.0000,96.7297,6499.8782,0.1877
36.3637,12.4781,3.0043,58.0810,1.0623,80.2059,5867.3397,0.1010
32.9515,18.9514,2.6598,78.0709,3.4554,78.5260,6586.7634,0.0521
36.4157,12.1054,1.8761,50.8526,0.9547,69.5203,5534.8831,0.2410
66.5796,8.0537,2.6135,80.1612,0.4997,61.4093,5469.3324,0.1600
33.2006,7.6439,43.1431,64.6286,0.1577,91.1413,9556.7252,0.0650
38.8583,10.0775,2.3681,80.7842,0.5921,70.8454,5834.4639,0.0655
25.6431,7.3835,1.7940,29.2333,0.3000,71.4705,6570.2325,0.0979
39.9593,3.8627,1.3862,29.8595,0.0000,60.9857,6391.2990,0.0977
55.1700,6.5512,1.7439,106.9107,0.5433,60.9400,4501.9865,0.1014
44.3359,9.3607,1.3387,47.9296,0.4468,66.5285,7345.9769,0.1088
28.1705,1.5540,5.5556,25.8530,0.0000,34.9493,6324.8334,0.1055
48.2784,10.7123,2.4001,71.3371,0.6343,74.6901,5262.8072,0.1158
55.1320,9.9148,1.3008,73.1307,0.8152,53.7320,6988.8868,0.0394
67.7677,6.5171,1.0652,104.5753,0.4859,60.2179,5841.7425,0.0205
34.3647,17.8488,1.4421,103.1574,2.9975,62.9856,4521.2451,0.1171
73.8072,4.6387,1.6889,168.0535,0.0160,65.1431,3849.6544,0.0196
30.1905,6.2942,5.2543,35.4962,0.3271,53.2108,5777.8350,0.1216
61.0890,9.4599,3.3160,77.2624,0.7645,70.9322,5695.3709,0.0939
66.9644,6.6918,4.8985,67.7570,0.3232,64.0327,6184.4298,0.0736
33.1428,6.4516,1.2674,52.6362,0.4219,65.0518,4970.9279,0.0336
39.5595,15.0812,1.0167,91.8447,1.6762,67.2376,5042.9451,0.1647
47.0563,12.0025,4.4861,50.0303,1.1814,67.8379,6008.2241,0.0337
94.7021,13.8230,6.0139,135.9550,1.2674,73.3027,3848.9178,0.0344
60.7502,4.5425,2.0065,100.0506,0.1666,56.4666,3991.6339,0.0740
33.8540,3.0605,1.0940,71.4215,0.2758,64.0128,3742.0841,0.0172
15.3720,2.2923,1.0026,33.6092,0.0000,48.3100,7461.6576,0.0240
37.4345,5.3741,1.0772,85.1722,0.5394,62.0096,4281.0994,0.0177
61.2489,20.9837,1.9705,155.1757,4.4967,64.2446,4164.2522,0.0114
62.6571,13.4532,1.2280,94.4629,1.8510,55.0104,6853.9309,0.0305
68.6490,4.7765,2.0446,85.0661,0.3541,62.5035,5850.2099,0.0299
57.3939,4.7012,1.1391,76.8978,0.2719,84.9676,5325.5226,0.0223
50.4549,6.9400,1.1201,61.0415,0.6111,70.6388,6195.4756,0.0379
46.7632,4.5949,1.2557,105.5690,0.4114,65.4560,4957.3631,0.0188
41.8545,13.9153,2.1260,66.9488,1.0540,63.6707,5522.4018,0.1267
38.7246,14.1965,1.0955,96.8074,1.2537,61.6661,6108.4783,0.0202
22.1569,9.6118,6.5582,35.1416,0.5835,56.3031,6810.0709,0.1158
61.1627,5.5433,1.4356,92.4943,0.4738,53.9725,4374.6575,0.1470
46.8154,8.2716,2.5149,64.2789,0.7946,61.1490,5616.4973,0.0843
63.8242,10.0142,1.7191,78.1637,0.8566,67.3448,6106.5092,0.0208
20.2500,3.4026,5.9361,23.9784,0.1153,81.4390,11243.4112,0.0907
79.8403,11.0531,1.3933,161.8631,1.2012,57.9989,4888.3773,0.0906
45.5144,4.4419,2.7860,55.5216,0.3089,60.4219,5522.8658,0.0235
69.9043,9.2280,2.9160,126.4881,1.0171,64.8737,2733.3327,0.0785
57.7985,5.1217,1.8114,83.8523,0.2283,63.3759,7215.4723,0.0262
95.6752,8.5094,3.4173,128.3991,0.7962,76.4031,4289.0415,0.0481
16.8494,22.1496,1.4484,35.8568,5.1450,71.0617,6492.6679,0.1165
20.4159,8.0009,2.5298,30.6756,0.7904,75.1409,8194.3342,0.0990
70.6033,9.6151,3.1644,129.0390,1.0110,70.0435,3819.7148,0.0439
43.1834,9.8185,1.5849,45.1598,0.7143,42.1643,6116.0937,0.0517
70.2319,8.6737,8.1490,93.0642,1.0270,77.3073,8407.1329,0.1030
45.8454,6.7868,3.3901,88.0589,0.6216,78.0625,6070.1704,0.0568
39.1618,12.0223,1.6236,68.8244,1.4610,65.8864,5173.0712,0.0159
33.1322,5.4541,1.2095,65.3578,0.3232,87.1839,4125.7833,0.0777
35.6160,5.5672,2.4244,37.7090,0.3398,48.5928,6195.1689,0.0566
31.9592,6.4657,2.7199,32.4595,0.0000,55.3683,6023.7260,0.0361
26.9431,4.1432,1.0142,34.3798,0.3210,63.6659,6326.4048,0.0267
31.9544,7.5897,4.1863,49.3129,0.4528,74.6257,4234.4444,0.0840
53.1086,4.0308,1.4548,110.7802,0.3293,60.9752,3665.9795,0.0273
37.7815,7.9572,1.0797,76.0878,1.0006,70.8816,5433.3403,0.0455
64.1853,10.3924,1.2736,119.7172,0.9271,62.4603,3642.7064,0.0572
43.0368,7.0237,1.4762,69.7601,0.5719,85.2429,6158.2167,0.0267
70.9583,3.8000,3.3324,62.1719,0.2863,75.1323,7614.3851,0.0307
43.7504,3.6729,1.6794,34.0844,0.2614,40.4831,6189.5983,0.0232
37.3843,10.3080,1.6285,81.0483,1.9007,56.6646,6193.9918,0.0696
67.9113,6.3173,2.9418,126.0355,0.5003,74.4120,3609.2205,0.1625
80.4513,8.8710,1.7707,136.8099,0.8620,61.9035,5714.6409,0.0427
101.1083,8.9813,2.4973,112.4279,0.8295,78.0250,11013.1981,0.0428
52.2540,20.3187,2.3972,86.1327,4.5911,81.7328,6428.8450,0.2011
28.5232,13.3558,4.7042,35.0306,1.4941,57.5671,5913.3515,0.3183
52.3408,10.6331,1.5687,94.7709,1.2393,59.7645,5057.0078,0.0271
31.2578,11.5408,1.9611,101.5337,0.6277,78.8329,6044.4670,0.1231
31.5844,14.7513,1.5116,42.8811,3.2262,75.3137,6029.0559,0.1751
32.5428,11.3212,1.4995,41.3401,0.6811,73.6034,5868.5178,0.1707
15.2599,6.3141,2.9213,29.9968,0.3993,79.8097,6332.3219,0.0346
52.3086,7.7170,6.1656,102.5185,0.5703,82.7361,5448.8182,0.0173
48.2723,12.7611,1.1612,74.5641,1.3397,66.8753,4600.3361,0.1728
11.9776,3.6343,12.2026,10.5055,0.0000,48.1217,6588.6619,0.1545
49.6967,6.3412,8.3873,70.1733,0.2675,54.0844,4930.7712,0.1464
45.5844,4.6028,1.0853,74.2795,0.3254,93.6071,7156.3279,0.1738
54.6409,4.9254,1.7321,79.1747,0.5289,73.8666,4956.2501,0.0356
68.1605,8.3925,2.2597,116.7488,0.5929,73.0569,4985.0341,0.2165
36.4385,14.3643,1.4773,51.6607,1.6613,59.9568,5843.1691,0.1250
43.0244,3.5745,1.0541,55.2919,0.3723,60.7226,5834.5052,0.1049
69.2073,7.7816,1.2110,115.3954,0.8852,63.0604,4637.4016,0.0951
41.4613,8.3908,9.3334,70.5019,0.3850,69.4790,5055.3985,0.1137
29.5207,3.5764,1.0075,40.6296,0.2592,52.4029,6100.4759,0.2343
62.5744,7.8497,1.6994,84.2883,0.6872,73.7037,5978.1418,0.0652
56.1380,8.1629,1.6258,33.9463,0.3315,64.9231,6424.2775,0.1687
38.0677,6.3423,5.0542,58.1162,0.5063,69.1217,6001.1187,0.1313
18.4427,10.1552,1.0649,31.8864,0.5643,66.1050,5844.9265,0.0873
32.2156,5.0713,1.0196,85.0848,0.4760,59.3585,4159.8818,0.1567
49.1563,6.9491,1.9574,95.3059,0.7082,57.3961,5913.2117,0.0947
86.0627,8.0101,2.5881,147.1160,0.6359,69.5055,5427.7777,0.0824
89.8196,21.5517,8.8816,122.0505,8.2521,56.7885,6111.8256,0.1524
78.0742,7.6917,2.1358,158.3421,0.9238,56.1792,2831.6553,0.0488
67.0039,8.2209,2.0166,120.1298,1.1479,51.6899,2530.9989,0.0487
39.3715,8.1778,2.0758,71.6277,1.0540,53.4744,6186.8390,0.0300
45.3692,6.4439,1.0315,111.3646,0.9040,51.1616,3581.4649,0.0472
57.6157,21.9330,2.1876,127.2903,3.6036,76.8034,3760.5928,0.0409
60.7269,6.9117,1.0143,142.1273,1.2791,50.6743,4095.6851,0.0925
43.9158,12.0912,1.3050,97.3528,1.2129,78.6074,6674.0755,0.0638
44.5146,18.5418,1.4639,94.0974,3.1069,60.2769,5684.7991,0.0750
30.3605,10.1627,1.2897,72.0622,0.8079,70.8638,5966.1814,0.1950
55.1596,14.2699,1.1373,113.6363,2.7330,53.5412,5605.4499,0.0118
40.9621,13.2942,1.3496,82.3517,1.0360,65.0419,4677.9865,0.0421
55.9572,17.1127,1.5285,137.2428,5.9294,49.7754,3109.8569,0.2360
57.6819,7.5164,1.1845,62.4059,0.5576,57.6873,5876.5968,0.2103
35.4409,10.5628,1.3002,73.7904,0.9458,67.1312,5283.7138,0.0833
63.6522,25.4262,4.3943,105.8043,7.0162,71.3315,8099.4092,0.2890
58.0091,11.5072,2.0473,108.6144,0.7986,66.4972,2502.0177,0.1816
34.8569,3.6809,1.4577,51.0850,0.2471,58.7764,5488.3406,0.2143
22.4530,1.7918,1.0722,17.5297,0.1357,27.2118,6157.5520,0.2024
37.9791,8.9987,1.1517,59.9612,0.6155,60.3371,6962.1218,0.0236
37.7653,6.6795,2.0370,55.6538,0.4098,62.4279,5968.2978,0.0255
34.5379,9.1056,1.1940,59.0315,0.7120,51.8103,5135.3651,0.0452
73.7306,5.2522,1.2778,74.8594,0.0226,64.1723,6999.9183,0.0756
32.4846,3.7489,12.3014,33.5149,0.2790,61.2479,5902.7292,0.0292
28.6976,4.2873,1.1008,37.6942,0.2532,44.2171,6208.0303,0.0798
44.2002,7.1222,1.0299,100.7071,1.1263,53.7744,4047.0463,0.0927
22.6395,5.1365,1.0525,30.8107,0.5311,49.8814,6418.0347,0.0168
51.8193,8.3975,1.9040,58.5941,0.9155,75.4730,6131.9433,0.0249
96.9480,9.8539,7.0222,102.1763,0.8461,78.5185,7817.5639,0.0270
61.9432,12.4949,10.5321,77.0437,0.8356,85.8834,7795.3773,0.0411
48.0752,7.1348,1.0959,91.4071,0.6789,74.2238,4791.6156,0.0566
93.8961,7.7573,14.0580,106.0264,0.7318,78.0129,8983.7683,0.0242
15.7230,12.1238,1.7972,39.2624,0.8913,72.5052,6109.0057,0.0909
62.0048,10.7529,5.4453,95.9225,1.2367,70.9311,6512.7655,0.0511
23.2732,1.7650,1.0832,17.7213,0.1853,25.7238,6056.8254,0.0893
89.4220,10.8237,3.3446,93.1789,0.8626,68.8965,6541.6466,0.0690
91.5025,7.3950,8.6994,100.9134,0.6381,71.5236,3221.6974,0.0150
26.7699,14.2124,2.0139,79.3325,0.9840,81.2562,6034.5354,0.0360
50.3259,5.7900,2.0949,41.4769,0.5538,59.1349,7104.2764,0.0602
59.8880,10.0465,1.1824,74.2331,3.0159,50.4730,6420.7035,0.0384
47.7739,8.4292,1.0065,94.0227,1.1913,60.6175,6050.4540,0.0729
58.2174,6.1992,1.1642,121.8058,0.5372,66.9343,7130.9323,0.0300
69.6091,6.2609,1.2043,87.4609,0.4385,71.7065,4194.6172,0.1182
71.6528,12.3970,4.0841,123.5706,1.5763,76.2474,5192.4770,0.0861
72.8505,18.9135,3.8236,123.7383,4.9865,76.2377,5523.9779,0.1108
38.3186,8.1811,1.0237,87.5755,0.8665,70.4399,6450.9756,0.0419
23.8056,24.2276,2.0642,56.4552,5.0873,63.8434,5480.7655,0.0318
19.9750,4.3324,1.0085,25.5521,0.1462,50.3982,6199.4938,0.0921
42.4871,2.9231,1.0067,71.5034,0.2780,66.1490,5991.4097,0.0519
62.8813,6.3913,1.5120,100.2653,0.4837,64.0587,5993.5923,0.0658
41.2857,11.2884,1.6746,65.2790,1.7428,59.8951,6162.8349,0.1173
27.9564,6.6583,1.0428,44.3239,0.5846,46.6357,5746.3095,0.2605
27.8027,8.9417,1.0000,65.5041,0.8697,56.4824,5614.2509,0.0697
41.3603,6.7304,1.0187,125.0802,1.1505,38.4492,2817.7137,0.0630
73.1600,10.6260,2.4489,105.8996,0.7738,69.7223,6466.9258,0.1051
34.0392,11.0873,1.0468,75.0188,1.2260,54.5268,4831.7403,0.1021
54.1436,15.9195,1.3114,145.3723,1.8074,54.8241,4206.5249,0.1375
22.4487,4.5979,1.0380,20.0696,0.5311,25.7317,6019.3634,0.1173
41.9355,8.3643,1.0981,44.7945,0.6916,59.9341,5946.4226,0.0451
57.3056,3.0514,71.4861,25.5722,0.0000,48.6851,6572.0776,0.0203
52.9945,13.2021,1.6965,101.1779,2.1371,72.6716,2556.0174,0.1758
30.0863,3.9285,1.0372,45.6579,0.3458,43.3446,5432.4651,0.0436
39.2731,11.8886,1.4122,110.3423,1.2349,73.4071,3425.1616,0.0291
58.0122,4.4981,1.7681,81.3901,0.3172,70.7725,6634.3354,0.0213
27.6057,15.8331,1.0556,113.0399,2.1813,69.6218,5092.4694,0.0969
37.5178,6.2865,1.3034,57.5162,0.3315,55.6232,5543.4125,0.0599
23.7517,5.1607,1.0256,34.5307,0.5990,65.3113,5922.9555,0.2756
52.3416,4.8722,5.5154,38.4196,0.3684,52.3206,6917.2127,0.0833
75.6578,5.1796,1.1216,124.7981,0.3602,58.4625,4296.8459,0.0450
63.7193,6.5207,1.2671,70.9477,0.5643,62.4849,4628.2914,0.1841
9.3724,5.7062,1.0290,12.0797,0.2532,60.1876,6450.5102,0.0934
15.3391,2.7437,1.0075,17.7010,0.3458,24.7693,6111.6634,0.2534
62.5924,5.8797,1.8326,153.5757,0.7021,60.3299,7027.6698,0.1890
60.5671,7.1343,1.4760,104.2387,0.5455,76.3407,3951.8343,0.1883
59.2991,11.7691,1.4406,103.8284,0.8289,62.3904,4806.9377,0.1680
40.6515,8.1961,1.2380,43.2370,0.4649,70.2842,6010.7563,0.0237
50.3829,4.6067,1.6081,68.1519,0.4611,59.5742,5223.1495,0.0151
58.0651,18.1220,1.6608,68.8123,4.7435,75.4907,5848.1513,0.0434
56.6953,6.2435,1.0319,64.7184,0.4964,64.2188,5933.5697,0.2408
100.7495,4.1568,2.7774,161.7558,0.4837,59.8807,3232.4664,0.0840
67.9789,11.6717,1.6049,91.2566,0.9212,59.7167,5618.1585,0.1660
22.7669,2.2538,1.0624,35.4623,0.0000,93.6112,6265.4914,0.1820
53.1987,5.1124,1.7356,59.4784,0.3729,71.7877,7651.6805,0.0995
61.1489,7.1692,2.1645,116.3013,0.8731,63.4674,2627.9303,0.0403
29.4386,3.8442,1.0641,38.9330,0.0491,75.0101,10229.6292,0.1055
44.4721,12.4476,1.1311,92.4946,1.2228,57.8742,4038.8637,0.1948
23.0744,9.9216,1.5853,85.1947,0.9349,61.9818,5094.8115,1.0000
40.9807,5.9770,1.0337,58.7540,0.5350,40.5630,7004.4445,0.0316
64.7525,9.0889,1.1481,113.3923,1.2940,52.0793,3446.2806,0.0277
64.0014,8.5466,1.7396,125.6711,0.6117,75.1413,2482.3183,0.0225
42.4885,5.9693,1.0036,89.6774,0.7098,69.1397,5073.6408,0.0815
24.2525,6.6692,1.7501,74.7854,0.4468,72.4378,6092.7127,0.2119
59.0240,8.5004,2.7585,64.9672,0.5207,70.1741,8710.2011,0.1076
31.3025,4.0479,6.1921,30.5816,0.1748,64.7255,5948.8420,0.1667
40.7610,5.3343,1.1425,57.9212,0.0000,93.5661,6203.3386,0.0698
61.5020,5.8706,1.3068,79.1157,0.4633,57.5823,5834.9876,0.0248
37.7298,5.6192,1.0833,93.0026,0.5786,60.9600,4019.1285,0.3832
49.0880,8.3360,1.0375,83.2862,0.6630,68.0528,6242.5758,0.0270
31.1259,4.1215,4.1472,24.0141,0.2538,44.7917,6189.5828,0.0976
25.7178,5.8934,1.0031,36.5465,0.4754,72.0135,6148.6541,0.0810
20.7240,3.9300,1.0113,27.2261,0.5085,44.7763,5877.7801,0.2530
85.7305,4.8917,1.0562,183.3456,0.4859,53.0165,2585.9721,0.0463
39.9564,7.3163,3.5138,27.3551,0.4573,48.5842,5983.2502,0.0619
45.3925,6.3674,1.3106,90.0292,0.5372,51.2698,10409.6973,0.1478
